x,y,pitchType,pitchTypeFull,type,Vel,HorzBrk,IndVertBrk,RelX,RelZ,StuffPlus
3.681204706,0.5725935516,FA,Fastball,Fastball,94.7,2.7,8,-1.7,6.2,76
1.078754824,-0.1265663294,FA,Fastball,Fastball,96.2,1.2,5.9,-1.4,6.2,88
0.3699232941,-0.2635824737,FA,Fastball,Fastball,94.3,-4.1,4.8,-1.4,6.2,79
-0.3731703529,-0.2297326779,SL,Slider,Slider,83.2,-11,-5.4,-1.8,5.9,104
-0.0287064,0.6997322892,FA,Fastball,Fastball,95.6,1.2,11.3,-1.4,6.3,77
-2.311044706,-0.03430306665,FA,Fastball,Fastball,93.3,-0.7,7.9,-1.4,6.2,73
-2.782122353,-0.6688700067,FA,Fastball,Fastball,93,0,5.3,-1.8,6.1,75
0.4218296471,1.115265156,FA,Fastball,Fastball,93.8,-3.4,6,-1.6,6.2,76
-1.576164706,-0.5452246817,FA,Fastball,Fastball,94.1,-0.4,6.9,-1.8,6.1,77
-2.542842353,-1.285768551,FA,Fastball,Fastball,97.1,-2.2,7.2,-1.5,6.3,90
-0.5600837647,0.4889213839,FA,Fastball,Fastball,96.8,-1.3,15.7,-1.3,6.4,88
-0.1990263529,0.05457989181,FA,Fastball,Fastball,97.5,0.7,7.6,-1.4,6.4,90
1.670484706,0.01319316158,FA,Fastball,Fastball,97.9,2,6.4,-1.4,6.4,93
-0.6994291765,-0.6315674051,FA,Fastball,Fastball,97.1,-1.7,7.6,-1.3,6.4,89
0.5526042353,0.3694440627,FA,Fastball,Fastball,98.6,-2,8.7,-1.1,6.5,93
-1.406678118,-0.5332162253,SL,Slider,Slider,85,-10.8,-4.2,-1.4,6.1,114
1.404670588,-0.09668887347,FA,Fastball,Fastball,97.1,-1.9,8.1,-1.4,6.4,88
-3.053011765,-2.197100598,SL,Slider,Slider,86.5,-9.4,-6.6,-1.3,6.1,124
-0.6545449412,-0.2831286931,FA,Fastball,Fastball,95.9,0.6,6.7,-1.6,6.4,84
-0.4548254118,-0.1335305436,FA,Fastball,Fastball,96.9,1.4,8.9,-1.3,6.4,84
0.434832,-0.08766937216,FA,Fastball,Fastball,97.3,2.4,9,-1.4,6.4,84
-0.08736112941,0.4587225231,FA,Fastball,Fastball,96.5,-2.6,9.7,-1.1,6.6,83
1.940061176,0.2801734428,FA,Fastball,Fastball,95.4,1.1,7.4,-1.4,6.4,80
-0.1063465412,0.267907887,FA,Fastball,Fastball,96.8,-2.8,7.3,-1.3,6.4,88
-2.140432941,-1.472527374,FA,Fastball,Fastball,94.1,-6.2,6.1,-1.2,6.5,75
-0.2047355294,1.25567177,FA,Fastball,Fastball,95,-2.3,7.3,-1.4,6.4,80
-1.367054118,-2.650667846,FA,Fastball,Fastball,94.2,-3.5,6.8,-1.3,6.4,77
1.043968941,0.03690687061,FA,Fastball,Fastball,95.5,2.4,7.5,-1.6,6.3,80
-1.258924235,-0.9671302868,FA,Fastball,Fastball,94.8,-0.7,8.9,-1.4,6.2,77
-1.636334118,0.3728332627,FA,Fastball,Fastball,94.4,-1.3,5.9,-1.4,6.3,79
1.078074353,1.061612652,FA,Fastball,Fastball,95.6,2.9,9.1,-1.3,6.4,76
-1.560931765,-0.8436897358,FA,Fastball,Fastball,94.9,-3,8.5,-1.3,6.3,78
-0.6228522353,-1.627127768,FA,Fastball,Fastball,95.9,2.4,7.5,-1.3,6.3,81
-0.4346625882,-0.2170765253,FA,Fastball,Fastball,95.3,-3.4,11.8,-1.5,6.3,80
-1.200158118,0.530855409,FA,Fastball,Fastball,96.3,-1.5,6,-1.2,6.4,88
-0.3439595294,1.02259068,FA,Fastball,Fastball,97,2.7,6.2,-1.2,6.5,89
-0.44712,1.126389556,FA,Fastball,Fastball,95.9,-3.3,7,-1.3,6.4,84
-0.2981971765,0.01650340987,FA,Fastball,Fastball,94.4,-1,5.7,-1.4,6.4,79
-0.7969905882,-0.1638352336,FA,Fastball,Fastball,95.5,-1.7,6.2,-1.3,6.5,84
2.207830588,1.646282113,FA,Fastball,Fastball,96.4,-2.3,9,-1.3,6.4,84
-2.172804706,-1.958953036,SL,Slider,Slider,87,-3.9,-4.6,-1.3,6.1,121
-1.752494118,-0.1705012165,FA,Fastball,Fastball,96,-2.1,4.2,-1.3,6.4,90
-1.836042353,0.8308777723,FA,Fastball,Fastball,94.1,-0.3,5.9,-1.4,6.5,78
2.857496471,0.4443913577,FA,Fastball,Fastball,94.9,1.5,12.8,-1.5,6.3,75
1.407631059,-0.9383808893,FA,Fastball,Fastball,94.8,2.6,6.7,-1.4,6.4,78
-0.5288597647,-0.1444206791,FA,Fastball,Fastball,94.8,-2.5,10.8,-1.5,6.3,78
-0.01351960941,-0.1460457845,FA,Fastball,Fastball,94.8,-3,7.6,-1.5,6.3,78
0.6492409412,-0.1142706973,FA,Fastball,Fastball,97.5,-2.4,5,-1.3,6.4,96
-0.5011849412,-1.452544993,FA,Fastball,Fastball,96.1,-5.4,6.3,-1.2,6.4,85
1.734225882,-0.5791042986,FA,Fastball,Fastball,97.5,2,8.5,-1.2,6.4,86
-2.841444706,-0.9432562055,FA,Fastball,Fastball,96.4,0.4,7.9,-1,6.4,84
0.1954249412,-0.4578308082,FA,Fastball,Fastball,96.6,-2.7,10.8,-1.3,6.4,83
0.1547195294,0.7731150946,SL,Slider,Slider,85.6,-14.3,-3.4,-1.5,6.2,129
1.036373647,-0.3836823878,FA,Fastball,Fastball,96.4,-3.2,7.5,-1.2,6.4,85
1.720447059,0.9613481655,FA,Fastball,Fastball,97.2,0.1,10.3,-1.3,6.4,83
0.003642183529,-1.664864366,SL,Slider,Slider,88.2,-9.1,-3.1,-1.4,6.1,124
-2.338912941,-1.166577453,FA,Fastball,Fastball,94.7,-1.3,7,-1.7,6.3,79
-1.374252706,-1.29106456,FA,Fastball,Fastball,95.9,-1.3,9.6,-1.5,6.3,81
-0.7401825882,-1.677160818,FA,Fastball,Fastball,94.4,-3.9,8.5,-1.4,6.3,76
-1.514851765,-0.7028618845,FA,Fastball,Fastball,94.6,-1.8,6.7,-1.4,6.3,79
0.7764254118,0.7372538051,FA,Fastball,Fastball,95.5,-1.7,9.4,-1.6,6.2,80
-1.313860235,-0.05100313856,FA,Fastball,Fastball,95.7,0.8,10.6,-1.3,6.4,78
-2.318498824,0.005766056767,FA,Fastball,Fastball,94.1,-1.1,6.1,-1.4,6.4,77
-0.3583750588,1.231324337,FA,Fastball,Fastball,96.2,-4.4,8.3,-1.4,6.4,83
1.804362353,0.4738926226,FA,Fastball,Fastball,94.7,-0.7,6.1,-1.5,6.5,80
0.7982583529,0.7979135633,FA,Fastball,Fastball,94,-0.6,8,-1.9,6.4,75
0.5709642353,0.8936606265,FA,Fastball,Fastball,94.6,1.7,8.5,-1.6,6.4,75
0.5333096471,0.3417759023,FA,Fastball,Fastball,94.7,0.9,8.7,-1.9,6.4,76
-2.015068235,1.048191622,FA,Fastball,Fastball,95.1,-5.9,5.2,-1.6,6.5,81
0.1521571765,0.7087600626,FA,Fastball,Fastball,95.2,-4,7.4,-1.4,6.5,80
-1.727251765,0.1570213469,FA,Fastball,Fastball,95.7,-0.8,10.7,-1.4,6.5,79
0.2297632941,0.6316099144,FA,Fastball,Fastball,93.5,3.8,5.4,-1.6,6.3,76
0.7198037647,1.323626835,FA,Fastball,Fastball,94,3.2,6.5,-1.6,6.3,76
-0.8077581176,0.8730022149,FA,Fastball,Fastball,95,3.3,7.3,-1.5,6.3,77
-0.052908,-0.897368361,FA,Fastball,Fastball,95.4,-2.6,3.9,-1.3,6.4,87
0.1288009412,1.484341206,FA,Fastball,Fastball,94.7,-1.8,7.2,-1.4,6.4,79
-1.117586824,1.495577955,FA,Fastball,Fastball,94,-1.7,6.2,-1.4,6.3,77
0.09237868235,1.163778475,FA,Fastball,Fastball,95.2,3,10.6,-1.4,6.3,73
-0.09911209412,1.294088804,FA,Fastball,Fastball,93.9,-2.7,7.3,-1.4,6.4,75
-0.3702183529,-1.15335494,FA,Fastball,Fastball,92.8,-0.9,8.9,-1.5,6.2,71
0.7126164706,-0.1691268986,FA,Fastball,Fastball,92.7,0,7.4,-1.7,6.3,71
-0.4533769412,-2.154660233,FA,Fastball,Fastball,93.4,-1.2,7.6,-1.3,6.2,73
0.5282611765,1.562773363,FA,Fastball,Fastball,94.2,-3.5,7.6,-1.4,6.3,76
0.6739327059,1.768163549,FA,Fastball,Fastball,92,-4.3,2.4,-1.6,6.3,74
0.3024451765,-0.1050209206,FA,Fastball,Fastball,92.5,-2.8,6.7,-1.7,6.2,71
-0.2783336471,1.017969942,FA,Fastball,Fastball,92.5,-0.7,5.3,-1.7,6.3,73
-0.1484202353,0.5030982902,FA,Fastball,Fastball,93.8,-6,8.1,-1.6,6.2,74
0.6521971765,-0.05187520324,FA,Fastball,Fastball,95.3,0.1,9.2,-1.4,6.3,78
0.07154823529,-1.548543817,FA,Fastball,Fastball,95.9,1.1,7.4,-1.2,6.5,83
-2.633449412,-1.698275897,FA,Fastball,Fastball,94.8,-1.3,5.3,-1.1,6.4,82
0.1623458824,0.5057818524,FA,Fastball,Fastball,95.4,-5.9,11.2,-1.3,6.4,80
1.442781176,1.524573256,SL,Slider,Slider,84,-13.4,-6.7,-1.6,6,116
0.7611755294,0.5360066745,FA,Fastball,Fastball,96.1,-2.4,8.6,-1.3,6.4,83
-0.05612287059,-0.1295595179,FA,Fastball,Fastball,95.5,-0.3,6.1,-1.3,6.3,84
2.578856471,2.07003133,FA,Fastball,Fastball,93.8,0.5,6.9,-1.4,6.4,75
0.7801524706,-1.776867918,FA,Fastball,Fastball,94.7,3.3,6.2,-1.4,6.2,79
-2.070367059,-1.994764616,FA,Fastball,Fastball,94.5,1.5,5.1,-1.5,6.3,81
-0.5473327059,-1.530795956,FA,Fastball,Fastball,94.3,2.8,8,-1.6,6.3,74
2.170037647,0.1341236738,FA,Fastball,Fastball,91.9,-1.2,5.4,-1.7,6.3,71
1.591651765,-0.9433352204,FA,Fastball,Fastball,93.7,1.1,7,-1.6,6.3,75
-0.5937896471,-0.9071024182,FA,Fastball,Fastball,94.2,-0.7,6.5,-1.7,6.2,77
-1.320419294,-0.9407346319,FA,Fastball,Fastball,93.1,-4.1,5.4,-1.7,6.3,73
0.6501232941,-0.5515751416,FA,Fastball,Fastball,96.2,-2.9,8.9,-1.4,6.4,83
-1.415265882,-0.8920867684,FA,Fastball,Fastball,96.7,1.5,6.9,-1.5,6.3,88
0.817848,1.502367046,FA,Fastball,Fastball,96.8,-2.1,6.5,-1.5,6.3,90
-2.323567059,-1.273067069,FA,Fastball,Fastball,93.9,-1.2,3.7,-1.7,6.2,82
-0.05479143529,-0.1615805091,FA,Fastball,Fastball,96.1,-1.5,13.9,-1.6,6.3,82
-1.008556235,-0.7998406541,FA,Fastball,Fastball,95.6,-0.5,5.6,-1.7,6.2,87
-1.467501176,-1.617386276,FA,Fastball,Fastball,96.6,2,9.9,-1.5,6.3,81
-1.000990588,-1.783391861,FA,Fastball,Fastball,95.6,0.6,9.7,-2,6.2,79
-1.641331765,-0.8886868769,FA,Fastball,Fastball,95.5,-0.3,7.2,-1.7,6.2,82
-0.6206682353,0.7916186472,FA,Fastball,Fastball,94.6,0.7,6.2,-2,6.1,80
-2.450541176,-1.96627716,FA,Fastball,Fastball,96.1,6.1,11.3,-1.6,6.2,70
-2.742847059,-2.6318031,SL,Slider,Slider,85.4,-11.5,-6.8,-1.7,6.1,122
-0.7403505882,0.1802634798,FA,Fastball,Fastball,95.3,-3.3,4.8,-1.7,6.2,85
-1.397555294,-0.4897286069,FA,Fastball,Fastball,96.5,-2.9,7.9,-1.7,6.2,86
-2.966117647,-2.720015056,SL,Slider,Slider,87.7,-11.1,-3.8,-1.8,6.1,131
0.84024,0.186661753,FA,Fastball,Fastball,96.8,-2.9,9.7,-1.7,6.3,85
-1.776974118,-0.1402160923,FA,Fastball,Fastball,96.3,-2.6,10.2,-1.6,6.3,82
-0.1976371765,-0.373722531,FA,Fastball,Fastball,95.9,-3.4,6.5,-1.7,6.3,85
-1.509232941,-1.010651247,FA,Fastball,Fastball,95,-1.6,10,-1.5,6.3,78
-0.8334169412,-0.6898397624,FA,Fastball,Fastball,95.9,-2,10.7,-1.6,6.4,81
1.520625882,0.9324114588,FA,Fastball,Fastball,95.5,2.2,10.2,-1.9,6,76
-1.051092706,-1.696436748,FA,Fastball,Fastball,95.9,0.3,7,-1.5,6.2,84
-1.430936471,0.5415182429,FA,Fastball,Fastball,97.1,-1.8,9.2,-1.4,6.4,86
0.4441792941,-0.2945915928,FA,Fastball,Fastball,96.8,-1.8,9.5,-1.7,6.2,85
2.060047059,1.571712473,FA,Fastball,Fastball,96.8,-4.1,8.6,-1.5,6.3,86
1.497091765,0.8465970185,FA,Fastball,Fastball,94.3,2,5.6,-2,6.2,80
-1.324608,0.5656302182,FA,Fastball,Fastball,93.4,0.6,5.4,-1.8,6.2,77
-1.176313412,0.967572797,FA,Fastball,Fastball,95.3,1.2,14.8,-1.6,6.4,79
-4.64568,-3.86642763,SL,Slider,Slider,85.7,-12.3,-5.9,-1.6,6.1,126
-0.2937091765,0.735241445,FA,Fastball,Fastball,95.8,1,11.4,-1.6,6.3,78
-1.718541176,-1.089700881,FA,Fastball,Fastball,95.6,-1,4.3,-1.6,6.3,89
2.152997647,-0.5955581103,FA,Fastball,Fastball,95.7,-1.4,6.9,-1.7,6.3,84
0.5998757647,0.2386116038,FA,Fastball,Fastball,96.7,-0.7,8.4,-1.7,6.3,85
2.360442353,0.8800906681,FA,Fastball,Fastball,94.7,4.8,12.3,-1.8,6.3,68
-1.573538824,-1.296566949,FA,Fastball,Fastball,94.9,1.5,9.7,-1.7,6.2,76
0.8560249412,1.616765913,FA,Fastball,Fastball,95,-1.9,11.7,-1.8,6.2,78
-1.565167059,1.082908098,FA,Fastball,Fastball,93.9,1.5,7.9,-2,6.2,74
-0.4564418824,0.1474461121,FA,Fastball,Fastball,93.6,2.8,9.3,-1.9,6.2,71
1.530578824,-0.5671191463,FA,Fastball,Fastball,94.6,5.5,11.1,-1.7,6.3,67
-2.236475294,-1.571434282,SL,Slider,Slider,83.9,-6.8,-5.3,-1.8,6.1,96
-0.5401877647,-0.7802324745,SL,Slider,Slider,84,-11,-8.2,-1.9,6,108
1.610414118,0.2393821734,FA,Fastball,Fastball,95.6,3.4,8.7,-1.5,6.4,77
-1.659430588,-1.860652793,FA,Fastball,Fastball,95.4,0.3,9.2,-1.4,6.4,79
0.5906555294,0.9509751996,FA,Fastball,Fastball,95.8,-1,11.4,-1.6,6.4,80
-3.242654118,-1.958390053,SL,Slider,Slider,84.4,-16.1,-9.6,-1.8,6.1,126
-2.576752941,-2.228329682,SL,Slider,Slider,84.9,-11.1,-4.3,-1.8,6.1,114
0.9499877647,0.5561387367,FA,Fastball,Fastball,94.1,-1.7,6.8,-1.7,6.3,77
-0.03308964706,0.4146797267,FA,Fastball,Fastball,94.3,-2.5,4.8,-1.6,6.3,80
-1.743345882,0.08590593665,SL,Slider,Slider,85.6,-9.3,-6.5,-1.9,6.1,116
-0.917064,-0.5679423904,SL,Slider,Slider,85,-13.4,-6.5,-1.7,6.1,122
1.635670588,2.199430347,FA,Fastball,Fastball,96.5,0,6.3,-1.7,6.3,88
-0.2047425882,-0.4268575823,FA,Fastball,Fastball,95.9,0.4,9.1,-1.7,6.3,81
1.143386824,0.9489758923,FA,Fastball,Fastball,93.6,-1.2,6.9,-1.6,6.2,75
-0.7413035294,-1.353263883,SL,Slider,Slider,84.4,-7.9,-6.7,-1.9,6,103
0.7689091765,-0.8050580978,FA,Fastball,Fastball,96,-2.8,8.3,-1.5,6.4,83
0.1710931765,-0.8572111513,FA,Fastball,Fastball,96.3,1.6,9.8,-1.5,6.3,80
-1.128283765,0.701371876,FA,Fastball,Fastball,95.1,-3.5,9,-1.5,6.2,79
-4.968169412,-4.754673073,SL,Slider,Slider,85.9,-4.9,-7.3,-1.7,6.1,119
-0.4178908235,-0.4352710457,FA,Fastball,Fastball,93.6,0.3,5.9,-1.6,6.4,76
-1.790061176,-2.252374455,SL,Slider,Slider,84.8,-11.4,-7.9,-1.9,5.9,116
-1.678630588,-0.5035006686,FA,Fastball,Fastball,95.6,-2.4,6.8,-1.6,6.3,83
-1.573637647,-2.184017457,FA,Fastball,Fastball,95.4,-3.6,1.3,-1.5,6.3,94
-0.8629552941,0.06010912099,SL,Slider,Slider,83.7,-12.1,-5.2,-1.7,6,111
-0.6306988235,-0.2114553198,FA,Fastball,Fastball,95.4,-3.1,8,-1.8,6.3,81
-0.8149552941,0.3590174071,FA,Fastball,Fastball,93.4,-2.3,5.4,-1.5,6.3,76
0.6596512941,-1.154621899,FA,Fastball,Fastball,94.6,-3.8,7.2,-1.7,6.3,78
-0.7943957647,0.3468786271,FA,Fastball,Fastball,92.6,2.1,10.6,-1.5,6.2,69
-3.212851765,-2.432887197,SL,Slider,Slider,85.2,-13,-1.8,-1.7,6.1,123
2.275327059,2.330475712,FA,Fastball,Fastball,93.9,-0.8,8.2,-1.6,6.3,75
-2.081548235,-2.091886788,FA,Fastball,Fastball,93.1,-3.3,5.7,-1.6,6.2,74
0.304536,2.202685413,FA,Fastball,Fastball,90.3,-5.5,6.3,-2,6.2,68
-2.540032941,-0.2600615569,FA,Fastball,Fastball,91.7,-2.4,4.9,-1.8,6.2,71
-0.7035797647,0.9666422206,FA,Fastball,Fastball,90.8,-4.8,10.6,-2,6.1,71
-1.384699765,0.02580709973,FA,Fastball,Fastball,90.8,-4.6,3.3,-2.1,6.1,71
-2.382677647,-0.2704742306,FA,Fastball,Fastball,91,-6,3.3,-2,6,70
-3.1872,0.6334488495,FA,Fastball,Fastball,89.7,-7.3,2,-2.2,5.9,72
-1.446804706,0.2156898474,FA,Fastball,Fastball,90.1,-6.2,7.3,-2.1,6,68
-2.816555294,-2.263268379,FA,Fastball,Fastball,92,-3.8,6.1,-1.9,6.2,70
-1.9836,0.4591135296,FA,Fastball,Fastball,91.3,-4.7,3.3,-2.1,6.2,71
-2.711971765,-1.272885314,FA,Fastball,Fastball,92.8,-5.6,3.3,-1.8,6.2,74
-1.886569412,-0.299318883,FA,Fastball,Fastball,92.1,-4.1,3.4,-2.1,6.2,73
-0.1667604706,1.673537687,FA,Fastball,Fastball,90,-4,2.4,-2,6.1,74
-1.405091294,0.9254867044,FA,Fastball,Fastball,90.8,-2.3,11.6,-1.9,6,71
-2.085515294,-1.269057763,FA,Fastball,Fastball,91.1,-5.2,3.2,-2.1,6.1,71
-1.307281412,-3.998849939,FA,Fastball,Fastball,94.4,-0.5,6,-1.6,6.2,80
0.2110221176,0.01334284234,FA,Fastball,Fastball,93.7,1.6,7.1,-1.5,6.3,75
1.720192941,1.746998866,FA,Fastball,Fastball,91,-2.5,3.2,-2,6.1,73
0.3433778824,0.4489031634,FA,Fastball,Fastball,91.7,-4.1,4.7,-1.9,6.2,71
0.05228823529,-0.03127307444,FA,Fastball,Fastball,97,2.1,7.3,-1.4,6.4,86
-3.562828235,-1.777688081,SL,Slider,Slider,86.6,-17.6,-2.9,-1.6,6.2,143
0.2090710588,-0.2336008043,FA,Fastball,Fastball,96.7,-1.1,7.9,-1.3,6.4,86
0.2738569412,-0.9364616044,SL,Slider,Slider,86.1,-12.4,-0.2,-1.7,6.2,128
0.3965745882,0.4819643204,FA,Fastball,Fastball,98.2,0,7.9,-1.2,6.4,92
-2.044065882,-1.200200784,FA,Fastball,Fastball,97.6,-3.5,7.5,-1.7,6.1,91
-1.086423529,-1.291663263,FA,Fastball,Fastball,96.6,2.3,11.6,-1.8,5.9,78
-0.4551063529,0.1986492273,FA,Fastball,Fastball,97.9,3.4,12.8,-1.8,6,79
0.5441887059,-0.315741684,FA,Fastball,Fastball,98.1,-3.5,10.9,-1.5,6.4,86
0.8276258824,-1.118732109,FA,Fastball,Fastball,97.6,-2.5,12.1,-1.4,6.4,84
0.2430536471,-0.9173502249,FA,Fastball,Fastball,97.5,3.1,8.3,-1.3,6.4,84
-1.022203765,-1.151871164,SL,Slider,Slider,88.7,-10.9,-5.4,-1.5,6.2,139
1.545487059,1.928860638,SL,Slider,Slider,85.1,-10.2,-2.9,-1.6,6.3,115
-0.1172301176,0.06635554202,FA,Fastball,Fastball,94.9,-7,7.4,-1.4,6.4,77
-0.4710155294,0.3071347384,FA,Fastball,Fastball,95.7,-4.1,8.4,-1.5,6.4,81
-0.04958018824,1.658141149,FA,Fastball,Fastball,95.7,-0.1,7.5,-1.4,6.5,82
1.694089412,0.1993753841,FA,Fastball,Fastball,94.7,-0.6,14.4,-1.9,6,82
-0.5113990588,-0.1372982073,SL,Slider,Slider,85.9,-8.2,-8,-1.4,6.1,122
0.05462654118,1.060449162,FA,Fastball,Fastball,96.9,-1.6,8.1,-1.6,6.4,86
-0.2736127059,-0.7958756617,SL,Slider,Slider,84,-18.3,-4.8,-1.6,6.1,132
1.481477647,1.096052457,SL,Slider,Slider,85.9,-12.6,-5.9,-1.4,6.3,129
-1.846983529,-1.302660182,SL,Slider,Slider,84.4,-17.9,-7.4,-1.5,6.1,131
0.9193369412,1.156774134,FA,Fastball,Fastball,96.1,-2.3,5.2,-1.3,6.4,89
-0.2696456471,0.6960365417,FA,Fastball,Fastball,95.9,-5.2,3.3,-1.2,6.5,89
-0.5026983529,1.70073682,FA,Fastball,Fastball,96,-2.2,6.1,-1.3,6.4,86
-0.1064532706,-0.2777113961,SL,Slider,Slider,83.8,-8.8,-8.7,-1.6,6.1,103
-0.09209717647,-0.6761766863,FA,Fastball,Fastball,97.2,0.2,6.2,-1.4,6.3,92
-0.5750809412,-1.653009399,CU,Curveball,Curveball,82.3,-12,-15.7,-1.4,6.2,110
-0.7302268235,0.3671641725,FA,Fastball,Fastball,96.9,-0.3,8.4,-1.1,6.4,86
-1.199789647,-0.1918666298,FA,Fastball,Fastball,96.9,-5,7.1,-1.1,6.6,87
-1.860550588,-2.429411428,SL,Slider,Slider,85.4,-11.5,-7.8,-1.7,6,125
-1.497388235,-0.4853303504,SL,Slider,Slider,86.4,-13.5,-1.8,-1.8,6.2,132
-0.2426978824,0.7398729494,FA,Fastball,Fastball,95.7,-4.4,2.7,-1.3,6.4,90
0.7352131765,-0.5417561327,SL,Slider,Slider,84.9,-10.5,-7.8,-1.5,6.1,116
-1.389447529,-1.630087421,SL,Slider,Slider,85.8,-8,-7.9,-1.7,6.2,122
-1.315264941,-0.7090174034,SL,Slider,Slider,82.7,-9.7,-10.2,-1.7,6.1,99
1.085700706,0.2272393681,FA,Fastball,Fastball,94.4,-5,5.2,-1.5,6.3,78
-2.466592941,-1.391891076,FA,Fastball,Fastball,94.1,-6.6,4.4,-1.2,6.4,76
-0.8706875294,-0.5861620407,FA,Fastball,Fastball,94.4,-2.8,5.9,-1.3,6.4,79
-0.04057567059,0.7093868785,FA,Fastball,Fastball,94.9,-3.8,2.1,-1.3,6.4,88
-1.167474353,-0.9129467006,FA,Fastball,Fastball,95.8,1.3,9.4,-1.9,6,78
-0.8974701176,1.054048492,FA,Fastball,Fastball,95.6,-0.6,6.6,-1.3,6.5,83
0.1760512941,0.2730977754,FA,Fastball,Fastball,96.7,-2.9,7.1,-1.4,6.4,87
0.7591101176,-0.5971730757,FA,Fastball,Fastball,94.9,-1.2,10.5,-1.6,6.4,77
-0.5318851765,-1.019116568,SL,Slider,Slider,85.7,-5.4,-9.2,-1.5,6.2,122
-1.567101176,-0.9974519366,SL,Slider,Slider,87,-13.6,-2.1,-1.5,6.2,134
-1.929543529,0.4350617398,FA,Fastball,Fastball,94.7,-4.4,6.1,-1.4,6.4,79
-0.7404352941,-0.5278319273,FA,Fastball,Fastball,94.5,-5.1,8.3,-1.3,6.4,76
0.6200131765,0.5603795884,SL,Slider,Slider,84.2,-13.2,-6.2,-1.6,6.2,119
-0.2920094118,-0.5016632955,SL,Slider,Slider,86.6,-12.4,-6.5,-1.6,6.1,135
-0.160512,1.680641043,FA,Fastball,Fastball,95.4,-3.3,4.6,-1.6,6.3,85
-0.04674211765,1.86519238,FA,Fastball,Fastball,93.8,-7.4,9.4,-1.5,6.3,74
0.2382974118,0.9703125955,FA,Fastball,Fastball,93.9,-7.7,11.1,-1.5,6.4,77
-1.622357647,-0.1590568057,FA,Fastball,Fastball,92.7,-5.9,1.6,-1.6,6.2,75
-0.3111854118,-0.7712731854,FA,Fastball,Fastball,95.5,-4.4,13.3,-1.2,6.4,83
0.7412145882,0.4763798825,FA,Fastball,Fastball,95.1,-5.7,4.4,-1.4,6.4,82
-0.03721948235,0.01718366516,FA,Fastball,Fastball,96.2,-4,12,-1.2,6.4,82
-1.548875294,-1.369150624,SL,Slider,Slider,87.2,-12.5,-4.3,-1.8,6.1,136
-1.566536471,-1.66670129,SL,Slider,Slider,84.2,-16.6,-5,-1.7,6.2,130
-0.3134357647,-0.502494194,SL,Slider,Slider,87.3,-14.4,-4.2,-1.7,6.1,140
0.6339741176,0.2674580075,FA,Fastball,Fastball,95.6,-1.5,9.7,-1.5,6.3,80
-2.121868235,-1.07270868,SL,Slider,Slider,83.7,-10.1,-7.3,-1.5,6.1,104
-1.344752471,-0.1534549821,FA,Fastball,Fastball,94.5,-3,6.9,-1.4,6.3,78
-0.932952,-1.040185189,SL,Slider,Slider,85.4,-9.5,-7.4,-1.6,6.1,118
0.2749228235,1.627404426,FA,Fastball,Fastball,94.5,-3.8,7.2,-1.4,6.3,77
-2.145388235,-0.9596357129,FA,Fastball,Fastball,93.8,-3.3,8.1,-1.4,6.3,75
-0.2723590588,-0.362658471,FA,Fastball,Fastball,95.8,-2.8,9.4,-1.5,6.4,81
-0.8697741176,-0.3768525499,SL,Slider,Slider,84.1,-9.9,-3.1,-1.8,6.1,108
-1.078486588,-0.2423012105,FA,Fastball,Fastball,93.1,0.3,6.7,-1.2,6.4,73
0.6556390588,2.121060249,FA,Fastball,Fastball,94.5,-6,6,-1.5,6.4,77
-0.3450296471,1.58244667,FA,Fastball,Fastball,93.4,-6,5.1,-1.6,6.4,73
-1.455755294,1.420666728,FA,Fastball,Fastball,94.3,-5.2,8,-1.5,6.4,76
0.7807411765,0.4284849578,FA,Fastball,Fastball,92,-7.1,7.7,-1.7,6.2,69
1.815712941,0.8825401119,FA,Fastball,Fastball,94.8,-4.8,9.4,-1.5,6.4,78
-1.953868235,-1.290353873,FA,Fastball,Fastball,95.2,-7.1,8.3,-1.4,6.3,78
-0.3308484706,0.680225792,FA,Fastball,Fastball,94.4,-2.7,2.6,-1.6,6.3,84
0.4038522353,0.09643309346,SL,Slider,Slider,84.1,-9.6,-4.7,-1.8,6.1,106
-0.7401557647,0.4661218034,FA,Fastball,Fastball,94.5,-2.3,6.1,-1.1,6.4,79
-0.6170301176,0.709721013,FA,Fastball,Fastball,92.5,-2.7,6,-1.3,6.4,72
0.2767496471,-1.29815702,FA,Fastball,Fastball,94.9,1.2,5.1,-1.2,6.5,84
-0.7355717647,0.9161249152,FA,Fastball,Fastball,94.2,-0.6,7.6,-1.3,6.4,76
2.174414118,1.70612781,FA,Fastball,Fastball,94.7,2,7.3,-1.6,6.3,77
-2.578221176,-1.397870615,SL,Slider,Slider,86.8,-10.7,1.8,-1.7,6.2,124
-1.162377882,0.2637093466,FA,Fastball,Fastball,93,-2.5,10.5,-1.3,6.3,74
-0.1552108235,-0.6097478291,SL,Slider,Slider,85.3,-14.9,-2.2,-1.6,6.1,133
1.061919529,1.414366551,FA,Fastball,Fastball,95.4,-3.6,3.8,-1.4,6.3,87
-0.2098658824,0.01395997444,FA,Fastball,Fastball,94.7,-5,5.1,-1.1,6.4,80
0.3766489412,0.3309012669,FA,Fastball,Fastball,93.8,-3.6,8.8,-1.2,6.4,75
